subjID,itrial,CasesName,filename,Lesion,MouseScreenX,MouseScreenY,ImageMouseX_X_521_,ImageMouseY,NotOnTissue,Accuracy,OldTrialType,NewTrialType
0,1,n385,01_n385_N.jpg,0,1224,748,703,748,0,0,FA,FA
0,2,c227,02_c227_C.jpg,1,845,604,324,604,0,1,HIT,HIT
0,3,c352,03_c352_C.jpg,1,1252,639,731,639,0,1,HIT,HIT
0,4,c284,04_c284_C.jpg,1,1318,586,797,586,0,1,HIT,MISS&FA
0,5,n374,05_n374_N.jpg,0,995,725,474,725,0,0,FA,FA
0,6,n88,06_n88_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,7,c41,07_c41_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,8,c242,08_c242_C.jpg,1,1244,457,723,457,0,1,HIT,MISS&FA
0,9,c23,09_c23_C.jpg,1,923,687,402,687,0,1,HIT,MISS&FA
0,10,c228,10_c228_C.jpg,1,1109,727,588,727,0,1,HIT,HIT
0,11,c372,11_c372_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,12,c278,12_c278_C.jpg,1,1210,889,689,889,0,1,HIT,HIT
0,13,n297,13_n297_N.jpg,0,1130,541,609,541,0,0,FA,FA
0,14,n114,14_n114_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,15,c102,15_c102_C.jpg,1,1228,761,707,761,0,1,HIT,MISS&FA
0,16,n352,16_n352_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,17,c255,17_c255_C.jpg,1,1050,678,529,678,0,1,HIT,MISS&FA
0,18,n264,18_n264_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,19,c46,19_c46_C.jpg,1,1013,522,492,522,0,1,HIT,HIT
0,20,c69,20_c69_C.jpg,1,1190,499,669,499,0,1,HIT,HIT
0,21,c239,21_c239_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,22,c141,22_c141_C.jpg,1,1278,907,757,907,0,1,HIT,HIT
0,23,n279,23_n279_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,24,c9,24_c9_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,25,n284,25_n284_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,26,c384,26_c384_C.jpg,1,1027,535,506,535,0,1,HIT,MISS&FA
0,27,c378,27_c378_C.jpg,1,1289,429,768,429,0,1,HIT,HIT
0,28,c154,28_c154_C.jpg,1,1015,720,494,720,0,1,HIT,HIT
0,29,c353,29_c353_C.jpg,1,1333,719,812,719,0,1,HIT,HIT
0,30,c174,30_c174_C.jpg,1,1338,527,817,527,0,1,HIT,HIT
0,31,c149,31_c149_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,32,n53,32_n53_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,33,c306,33_c306_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,34,c84,34_c84_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,35,n307,35_n307_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,36,n173,36_n173_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,37,c285,37_c285_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,38,c14,38_c14_C.jpg,1,1261,462,740,462,0,1,HIT,HIT
0,39,c143,39_c143_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,40,c101,40_c101_C.jpg,1,1308,402,787,402,0,1,HIT,MISS&FA
0,41,c4,41_c4_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,42,c304,42_c304_C.jpg,1,1206,490,685,490,0,1,HIT,HIT
0,43,c165,43_c165_C.jpg,1,1302,548,781,548,0,1,HIT,HIT
0,44,c3,44_c3_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,45,n28,45_n28_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,46,c336,46_c336_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,47,c368,47_c368_C.jpg,1,1135,586,614,586,0,1,HIT,HIT
0,48,c134,48_c134_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,49,n260,49_n260_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,50,c182,50_c182_C.jpg,1,1279,734,758,734,0,1,HIT,HIT
0,51,n82,51_n82_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,52,c251,52_c251_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,53,c43,53_c43_C.jpg,1,1146,593,625,593,0,1,HIT,HIT
0,54,n349,54_n349_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,55,n174,55_n174_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,56,c138,56_c138_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,57,c129,57_c129_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,58,c310,58_c310_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,59,c79,59_c79_C.jpg,1,1239,724,718,724,0,1,HIT,HIT
0,60,c148,60_c148_C.jpg,1,1234,389,713,389,0,1,HIT,HIT
0,61,c313,61_c313_C.jpg,1,1054,584,533,584,0,1,HIT,HIT
0,62,n27,62_n27_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,63,c70,63_c70_C.jpg,1,916,695,395,695,0,1,HIT,HIT
0,64,c39,64_c39_C.jpg,1,1278,531,757,531,0,1,HIT,HIT
0,65,c484,65_c484_C.jpg,1,1264,509,743,509,0,1,HIT,MISS&FA
0,66,c176,66_c176_C.jpg,1,1030,859,509,859,0,1,HIT,HIT
0,67,n33,67_n33_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,68,c196,68_c196_C.jpg,1,1016,672,495,672,0,1,HIT,HIT
0,69,c387,69_c387_C.jpg,1,1274,399,753,399,0,1,HIT,HIT
0,70,c27,70_c27_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,71,c437,71_c437_C.jpg,1,1228,376,707,376,0,1,HIT,HIT
0,72,c5,72_c5_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,73,n271,73_n271_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
0,74,c469,74_c469_C.jpg,1,1274,696,753,696,0,1,HIT,HIT
0,75,c68,75_c68_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
0,76,c375R,76_c375R_C.jpg,1,1200,566,679,566,0,1,HIT,HIT
0,77,c186,77_c186_C.jpg,1,1211,519,690,519,0,1,HIT,HIT
0,78,c266,78_c266_C.jpg,1,1180,600,659,600,0,1,HIT,HIT
0,79,c116,79_c116_C.jpg,1,1119,455,598,455,0,1,HIT,HIT
0,80,c260,80_c260_C.jpg,1,1085,790,564,790,0,1,HIT,HIT
1,1,c251,01_c251_C.jpg,1,882,744,361,744,0,1,HIT,MISS&FA
1,2,c242,02_c242_C.jpg,1,1151,580,630,580,0,1,HIT,MISS&FA
1,3,n264,03_n264_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
1,4,c353,04_c353_C.jpg,1,1324,728,803,728,0,1,HIT,HIT
1,5,c138,05_c138_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
1,6,c129,06_c129_C.jpg,1,1156,514,635,514,0,1,HIT,HIT
1,7,c154,07_c154_C.jpg,1,1214,574,693,574,0,1,HIT,MISS&FA
1,8,c116,08_c116_C.jpg,1,1087,456,566,456,0,1,HIT,HIT
1,9,c23,09_c23_C.jpg,1,1096,773,575,773,0,1,HIT,MISS&FA
1,10,c148,10_c148_C.jpg,1,1238,379,717,379,0,1,HIT,HIT
1,11,c149,11_c149_C.jpg,1,1246,407,725,407,0,1,HIT,HIT
1,12,n173,12_n173_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
1,13,n174,13_n174_N.jpg,0,1223,573,702,573,0,0,FA,FA
1,14,c186,14_c186_C.jpg,1,1218,551,697,551,0,1,HIT,HIT
1,15,c387,15_c387_C.jpg,1,1262,420,741,420,0,1,HIT,HIT
1,16,c143,16_c143_C.jpg,1,1245,226,724,226,0,1,HIT,HIT
1,17,n284,17_n284_N.jpg,0,1142,606,621,606,0,0,FA,FA
1,18,c310,18_c310_C.jpg,1,1266,414,745,414,0,1,HIT,MISS&FA
1,19,c437,19_c437_C.jpg,1,1228,388,707,388,0,1,HIT,HIT
1,20,c306,20_c306_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
1,21,c41,21_c41_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
1,22,c285,22_c285_C.jpg,1,1634,511,1113,511,1,1,HIT,MISS&FA
1,23,c484,23_c484_C.jpg,1,1259,526,738,526,0,1,HIT,MISS&FA
1,24,c27,24_c27_C.jpg,1,1108,561,587,561,0,1,HIT,MISS&FA
1,25,c102,25_c102_C.jpg,1,1219,766,698,766,0,1,HIT,MISS&FA
1,26,n53,26_n53_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
1,27,n88,27_n88_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
1,28,c70,28_c70_C.jpg,1,879,689,358,689,0,1,HIT,HIT
1,29,c266,29_c266_C.jpg,1,1123,582,602,582,0,1,HIT,HIT
1,30,n297,30_n297_N.jpg,0,1120,504,599,504,0,0,FA,FA
1,31,c255,31_c255_C.jpg,1,1000,799,479,799,0,1,HIT,HIT
1,32,c196,32_c196_C.jpg,1,1000,710,479,710,0,1,HIT,HIT
1,33,c101,33_c101_C.jpg,1,1062,504,541,504,0,1,HIT,MISS&FA
1,34,n28,34_n28_N.jpg,0,1088,456,567,456,0,0,FA,FA
1,35,c182,35_c182_C.jpg,1,1255,759,734,759,0,1,HIT,HIT
1,36,c227,36_c227_C.jpg,1,848,588,327,588,0,1,HIT,HIT
1,37,c9,37_c9_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
1,38,c304,38_c304_C.jpg,1,1207,520,686,520,0,1,HIT,HIT
1,39,n114,39_n114_N.jpg,0,1189,409,668,409,0,0,FA,FA
1,40,c228,40_c228_C.jpg,1,1107,741,586,741,0,1,HIT,HIT
1,41,n307,41_n307_N.jpg,0,1107,859,586,859,0,0,FA,FA
1,42,n279,42_n279_N.jpg,0,1186,488,665,488,0,0,FA,FA
1,43,n27,43_n27_N.jpg,0,1262,494,741,494,0,0,FA,FA
1,44,c384,44_c384_C.jpg,1,1037,543,516,543,0,1,HIT,MISS&FA
1,45,c352,45_c352_C.jpg,1,1234,643,713,643,0,1,HIT,HIT
1,46,c134,46_c134_C.jpg,1,1089,415,568,415,0,1,HIT,HIT
1,47,c372,47_c372_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
1,48,c14,48_c14_C.jpg,1,1254,465,733,465,0,1,HIT,HIT
1,49,c336,49_c336_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
1,50,c84,50_c84_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
1,51,c68,51_c68_C.jpg,1,1258,704,737,704,0,1,HIT,HIT
1,52,c5,52_c5_C.jpg,1,1055,527,534,527,0,1,HIT,MISS&FA
1,53,n260,53_n260_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
1,54,c375R,54_c375R_C.jpg,1,1215,557,694,557,0,1,HIT,HIT
1,55,c469,55_c469_C.jpg,1,1265,701,744,701,0,1,HIT,HIT
1,56,c46,56_c46_C.jpg,1,1002,537,481,537,0,1,HIT,HIT
1,57,c39,57_c39_C.jpg,1,1264,529,743,529,0,1,HIT,HIT
1,58,c141,58_c141_C.jpg,1,1262,922,741,922,0,1,HIT,HIT
1,59,c313,59_c313_C.jpg,1,1041,597,520,597,0,1,HIT,HIT
1,60,n385,60_n385_N.jpg,0,1214,725,693,725,0,0,FA,FA
1,61,c165,61_c165_C.jpg,1,1297,564,776,564,0,1,HIT,HIT
1,62,c284,62_c284_C.jpg,1,1318,587,797,587,0,1,HIT,MISS&FA
1,63,n82,63_n82_N.jpg,0,1183,572,662,572,0,0,FA,FA
1,64,c69,64_c69_C.jpg,1,1161,494,640,494,0,1,HIT,HIT
1,65,c79,65_c79_C.jpg,1,1221,709,700,709,0,1,HIT,HIT
1,66,c260,66_c260_C.jpg,1,1089,813,568,813,0,1,HIT,HIT
1,67,c378,67_c378_C.jpg,1,1302,436,781,436,0,1,HIT,HIT
1,68,n374,68_n374_N.jpg,0,1118,805,597,805,0,0,FA,FA
1,69,n271,69_n271_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
1,70,c368,70_c368_C.jpg,1,1083,587,562,587,0,1,HIT,HIT
1,71,n349,71_n349_N.jpg,0,1275,787,754,787,0,0,FA,FA
1,72,c239,72_c239_C.jpg,1,1201,884,680,884,0,1,HIT,HIT
1,73,n352,73_n352_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
1,74,c3,74_c3_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
1,75,c174,75_c174_C.jpg,1,1312,544,791,544,0,1,HIT,HIT
1,76,c4,76_c4_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
1,77,n33,77_n33_N.jpg,0,1209,365,688,365,0,0,FA,FA
1,78,c43,78_c43_C.jpg,1,1024,527,503,527,0,1,HIT,MISS&FA
1,79,c278,79_c278_C.jpg,1,1197,894,676,894,0,1,HIT,HIT
1,80,c176,80_c176_C.jpg,1,1032,853,511,853,0,1,HIT,HIT
2,1,c14,01_c14_C.jpg,1,1250,458,729,458,0,1,HIT,HIT
2,2,c134,02_c134_C.jpg,1,1122,416,601,416,0,1,HIT,HIT
2,3,c384,03_c384_C.jpg,1,1175,843,654,843,0,1,HIT,HIT
2,4,n352,04_n352_N.jpg,0,1122,613,601,613,0,0,FA,FA
2,5,c23,05_c23_C.jpg,1,913,702,392,702,0,1,HIT,MISS&FA
2,6,c255,06_c255_C.jpg,1,1023,797,502,797,0,1,HIT,HIT
2,7,n279,07_n279_N.jpg,0,1088,572,567,572,0,0,FA,FA
2,8,c174,08_c174_C.jpg,1,1308,526,787,526,0,1,HIT,HIT
2,9,c484,09_c484_C.jpg,1,1145,758,624,758,0,1,HIT,HIT
2,10,c148,10_c148_C.jpg,1,1241,377,720,377,0,1,HIT,HIT
2,11,n82,11_n82_N.jpg,0,1185,578,664,578,0,0,FA,FA
2,12,c165,12_c165_C.jpg,1,1302,553,781,553,0,1,HIT,HIT
2,13,c278,13_c278_C.jpg,1,1211,875,690,875,0,1,HIT,HIT
2,14,c4,14_c4_C.jpg,1,1120,689,599,689,0,1,HIT,HIT
2,15,n271,15_n271_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
2,16,c102,16_c102_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
2,17,n260,17_n260_N.jpg,0,1032,805,511,805,0,0,FA,FA
2,18,c101,18_c101_C.jpg,1,1037,504,516,504,0,1,HIT,MISS&FA
2,19,c39,19_c39_C.jpg,1,1262,513,741,513,0,1,HIT,HIT
2,20,c182,20_c182_C.jpg,1,1272,780,751,780,0,1,HIT,HIT
2,21,c372,21_c372_C.jpg,1,1239,588,718,588,0,1,HIT,MISS&FA
2,22,c141,22_c141_C.jpg,1,990,599,469,599,0,1,HIT,MISS&FA
2,23,n28,23_n28_N.jpg,0,887,699,366,699,0,0,FA,FA
2,24,c336,24_c336_C.jpg,1,1303,659,782,659,0,1,HIT,HIT
2,25,c368,25_c368_C.jpg,1,1121,579,600,579,0,1,HIT,HIT
2,26,c143,26_c143_C.jpg,1,1074,533,553,533,0,1,HIT,MISS&FA
2,27,c353,27_c353_C.jpg,1,1337,729,816,729,0,1,HIT,HIT
2,28,c5,28_c5_C.jpg,1,1060,538,539,538,0,1,HIT,MISS&FA
2,29,c266,29_c266_C.jpg,1,1175,611,654,611,0,1,HIT,HIT
2,30,c116,30_c116_C.jpg,1,1105,453,584,453,0,1,HIT,HIT
2,31,c260,31_c260_C.jpg,1,1091,797,570,797,0,1,HIT,HIT
2,32,c70,32_c70_C.jpg,1,916,695,395,695,0,1,HIT,HIT
2,33,c43,33_c43_C.jpg,1,1043,545,522,545,0,1,HIT,MISS&FA
2,34,n349,34_n349_N.jpg,0,1201,491,680,491,0,0,FA,FA
2,35,c196,35_c196_C.jpg,1,1009,695,488,695,0,1,HIT,HIT
2,36,c469,36_c469_C.jpg,1,1260,688,739,688,0,1,HIT,HIT
2,37,n173,37_n173_N.jpg,0,1149,504,628,504,0,0,FA,FA
2,38,n284,38_n284_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
2,39,c285,39_c285_C.jpg,1,1076,784,555,784,0,1,HIT,MISS&FA
2,40,n114,40_n114_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
2,41,n297,41_n297_N.jpg,0,1158,494,637,494,0,0,FA,FA
2,42,c239,42_c239_C.jpg,1,1209,876,688,876,0,1,HIT,HIT
2,43,c3,43_c3_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
2,44,c251,44_c251_C.jpg,1,892,755,371,755,0,1,HIT,MISS&FA
2,45,c27,45_c27_C.jpg,1,1061,547,540,547,0,1,HIT,MISS&FA
2,46,c138,46_c138_C.jpg,1,1002,866,481,866,0,1,HIT,MISS&FA
2,47,n174,47_n174_N.jpg,0,1309,646,788,646,0,0,FA,FA
2,48,n33,48_n33_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
2,49,n88,49_n88_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
2,50,c242,50_c242_C.jpg,1,1121,581,600,581,0,1,HIT,MISS&FA
2,51,c306,51_c306_C.jpg,1,1201,560,680,560,0,1,HIT,MISS&FA
2,52,c129,52_c129_C.jpg,1,1168,512,647,512,0,1,HIT,HIT
2,53,n307,53_n307_N.jpg,0,1067,881,546,881,0,0,FA,FA
2,54,c387,54_c387_C.jpg,1,1263,408,742,408,0,1,HIT,HIT
2,55,c84,55_c84_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
2,56,c149,56_c149_C.jpg,1,1244,431,723,431,0,1,HIT,HIT
2,57,c313,57_c313_C.jpg,1,1103,729,582,729,0,1,HIT,MISS&FA
2,58,c68,58_c68_C.jpg,1,1260,701,739,701,0,1,HIT,HIT
2,59,c227,59_c227_C.jpg,1,838,593,317,593,0,1,HIT,HIT
2,60,n385,60_n385_N.jpg,0,1082,396,561,396,0,0,FA,FA
2,61,c69,61_c69_C.jpg,1,1173,484,652,484,0,1,HIT,HIT
2,62,c176,62_c176_C.jpg,1,1015,862,494,862,0,1,HIT,HIT
2,63,n53,63_n53_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
2,64,c378,64_c378_C.jpg,1,1150,565,629,565,0,1,HIT,MISS&FA
2,65,c284,65_c284_C.jpg,1,1191,660,670,660,0,1,HIT,MISS&FA
2,66,c46,66_c46_C.jpg,1,1000,532,479,532,0,1,HIT,HIT
2,67,c228,67_c228_C.jpg,1,1119,730,598,730,0,1,HIT,HIT
2,68,c41,68_c41_C.jpg,1,1052,663,531,663,0,1,HIT,MISS&FA
2,69,c375R,69_c375R_C.jpg,1,1206,551,685,551,0,1,HIT,HIT
2,70,c352,70_c352_C.jpg,1,1247,632,726,632,0,1,HIT,HIT
2,71,n27,71_n27_N.jpg,0,1272,498,751,498,0,0,FA,FA
2,72,c186,72_c186_C.jpg,1,1217,526,696,526,0,1,HIT,HIT
2,73,c437,73_c437_C.jpg,1,1224,366,703,366,0,1,HIT,HIT
2,74,n374,74_n374_N.jpg,0,983,723,462,723,0,0,FA,FA
2,75,c310,75_c310_C.jpg,1,1238,403,717,403,0,1,HIT,MISS&FA
2,76,n264,76_n264_N.jpg,0,1228,570,707,570,0,0,FA,FA
2,77,c79,77_c79_C.jpg,1,1232,719,711,719,0,1,HIT,HIT
2,78,c9,78_c9_C.jpg,1,1180,638,659,638,0,1,HIT,MISS&FA
2,79,c304,79_c304_C.jpg,1,1199,499,678,499,0,1,HIT,HIT
2,80,c154,80_c154_C.jpg,1,1014,723,493,723,0,1,HIT,HIT
3,1,c41,01_c41_C.jpg,1,1057,659,536,659,0,1,HIT,MISS&FA
3,2,c134,02_c134_C.jpg,1,1130,413,609,413,0,1,HIT,HIT
3,3,c239,03_c239_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,4,c469,04_c469_C.jpg,1,1281,709,760,709,0,1,HIT,HIT
3,5,c154,05_c154_C.jpg,1,1254,546,733,546,0,1,HIT,MISS&FA
3,6,c255,06_c255_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,7,c3,07_c3_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,8,c148,08_c148_C.jpg,1,1264,389,743,389,0,1,HIT,HIT
3,9,c306,09_c306_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,10,n307,10_n307_N.jpg,0,1195,742,674,742,0,0,FA,FA
3,11,c186,11_c186_C.jpg,1,1228,532,707,532,0,1,HIT,HIT
3,12,n260,12_n260_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
3,13,c4,13_c4_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,14,n297,14_n297_N.jpg,0,1133,527,612,527,0,0,FA,FA
3,15,c352,15_c352_C.jpg,1,1237,646,716,646,0,1,HIT,HIT
3,16,n173,16_n173_N.jpg,0,1083,661,562,661,0,0,FA,FA
3,17,c143,17_c143_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,18,c387,18_c387_C.jpg,1,1271,408,750,408,0,1,HIT,HIT
3,19,c27,19_c27_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,20,c23,20_c23_C.jpg,1,NaN,NaN,NaN,NaN,0,0,HIT,MISS
3,21,c368,21_c368_C.jpg,1,1141,586,620,586,0,1,HIT,HIT
3,22,n88,22_n88_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
3,23,n28,23_n28_N.jpg,0,878,714,357,714,0,0,FA,FA
3,24,c285,24_c285_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,25,c484,25_c484_C.jpg,1,1242,543,721,543,0,1,HIT,MISS&FA
3,26,c242,26_c242_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,27,c353,27_c353_C.jpg,1,1343,722,822,722,0,1,HIT,HIT
3,28,n33,28_n33_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
3,29,c336,29_c336_C.jpg,1,1292,646,771,646,0,1,HIT,HIT
3,30,c70,30_c70_C.jpg,1,898,669,377,669,0,1,HIT,HIT
3,31,c304,31_c304_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,32,c174,32_c174_C.jpg,1,1335,539,814,539,0,1,HIT,HIT
3,33,c437,33_c437_C.jpg,1,1222,361,701,361,0,1,HIT,HIT
3,34,n279,34_n279_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
3,35,c116,35_c116_C.jpg,1,1105,446,584,446,0,1,HIT,HIT
3,36,n53,36_n53_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
3,37,c176,37_c176_C.jpg,1,1015,849,494,849,0,1,HIT,HIT
3,38,n271,38_n271_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
3,39,c102,39_c102_C.jpg,1,1222,769,701,769,0,1,HIT,MISS&FA
3,40,c84,40_c84_C.jpg,1,NaN,NaN,NaN,NaN,0,0,MISS,MISS
3,41,n352,41_n352_N.jpg,0,1113,615,592,615,0,0,FA,FA
3,42,c284,42_c284_C.jpg,1,1194,487,673,487,0,1,HIT,MISS&FA
3,43,c138,43_c138_C.jpg,1,993,808,472,808,0,1,HIT,MISS&FA
3,44,n349,44_n349_N.jpg,0,NaN,NaN,NaN,NaN,0,1,TNEG,TNEG
3,45,c43,45_c43_C.jpg,1,1152,599,631,599,0,1,HIT,HIT
3,46,c313,46_c313_C.jpg,1,1064,581,543,581,0,1,HIT,HIT
3,47,c141,47_c141_C.jpg,1,1273,917,752,917,0,1,HIT,HIT
